Buyer;BuyerSubSector;Client;ClientSubSector;NDeals;NumberOfNDAPerBuyerInSubSector;NumberOfGosPerBuyerInSubSector;NumberOfGosPerSizeInSubSector;NumberOfNBOperDealsInSubSector;AverageSizePerDealInSubSector;MedianSizePerDealInSubSector;NBOLastDatePerDealInSubSector;DealClosePerClientSector;LastDateCloseDealPerInSubSector;MostRecentContact;IsEqual
Landis+Gyr;Serviços de Engenharia e TIC;Automalógica;Serviços de Engenharia e TIC;1;0;0;0;0;120;120;;0;27/04/2022 00:00;;true
Landstar;Logistica;Veronese;Logistica;2;0;0;0;0;275;275;;0;30/10/2020 00:00;rtwitty@landstar.com;true
Landstar;Logistica;Vendemmia;Logistica;2;0;0;0;0;275;275;;0;30/10/2020 00:00;rtwitty@landstar.com;true
Lansera;SaaS - Generalistas;Pixit;IT Services;1;0;0;0;0;150;150;;0;11/02/2022 00:00;;false
Lapa Vermelha;Máquinas e Equipamentos OLD;Emal;Fertilizantes. especiais. químicos e sementes OLD;1;0;1;0;0;;;;1;23/03/2021 00:00;;false
Laplace Finanças;Consulting;Recebíveis NYC | Hotel Pirâmide (Recebíveis);Hotelaria;1;0;0;0;0;;;;0;;renato.carvalho@laplace.com.br;false
Lassen Canyon;Frutas. Legumes e Verduras;Bioagro;Distribuição Agro;1;0;0;0;0;;;;0;16/02/2022 00:00;;false
Latache;Asset Management;Artecola 2020;Industria e distribuição de Químicos & Ingredientes;4;0;1;0;0;150;150;;0;01/12/2021 00:00;;false
Latache;Asset Management;Halipar;Restaurantes & Delivery;4;0;1;0;0;200;200;;0;;;false
Latache;Asset Management;Alumiplast;Distribuição industrial;4;0;0;0;0;500;500;;0;10/12/2021 00:00;;false
Latache;Asset Management;Presidente;Clínicas. Hospitais e Centros de Tratamento;4;1;0;0;0;250;250;;0;;;false
Lavoro Agro;Distribuição Agro;Marca Agro;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Sementes Mauá;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Ferrari Zagato 2020;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Uniagro;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Agrimar;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Framework;IT Services;16;0;3;0;0;166.67;150;;0;11/02/2022 00:00;luiz.spinardi@lavoroagro.com;false
Lavoro Agro;Distribuição Agro;Charrua;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Hartb;IT Services;16;0;3;0;0;166.67;150;;0;11/02/2022 00:00;luiz.spinardi@lavoroagro.com;false
Lavoro Agro;Distribuição Agro;Ponto Rural;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Kanada Agricola;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Yoshida;Frutas. Legumes e Verduras;16;1;0;0;0;80;80;;0;;luiz.spinardi@lavoroagro.com;false
Lavoro Agro;Distribuição Agro;Lavrobras;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Kunumi;IT Services;16;0;3;0;0;166.67;150;;0;11/02/2022 00:00;luiz.spinardi@lavoroagro.com;false
Lavoro Agro;Distribuição Agro;Agroshop;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Sementes e Cereais Bortoluzzi;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lavoro Agro;Distribuição Agro;Planta Sul e Cerealista 2021;Distribuição Agro;16;3;2;0;6;151;150;17/05/2022 11:20;1;16/02/2022 00:00;luiz.spinardi@lavoroagro.com;true
Lazard Assessoria Financeira Ltda;;Spectra;Asset Management;1;0;0;0;0;200;200;;0;23/06/2022 00:00;;false
Le Biscuit;Varejo Especializado;Kunumi;IT Services;5;0;4;1;0;175;175;;2;11/02/2022 00:00;lukasribeiro@lebiscuit.com.br;false
Le Biscuit;Varejo Especializado;Ioasys;IT Services;5;0;4;1;0;175;175;;2;11/02/2022 00:00;lukasribeiro@lebiscuit.com.br;false
Le Biscuit;Varejo Especializado;Artefama 2021;Materiais Básicos e Produtos para Construção (Indústria e Varejo);5;0;1;0;0;;;;0;;lukasribeiro@lebiscuit.com.br;false
Le Biscuit;Varejo Especializado;Framework;IT Services;5;0;4;1;0;175;175;;2;11/02/2022 00:00;lukasribeiro@lebiscuit.com.br;false
Le Biscuit;Varejo Especializado;Beta Learning;IT Services;5;0;4;1;0;175;175;;2;11/02/2022 00:00;lukasribeiro@lebiscuit.com.br;false
Le Creuset;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Porto Brasil;Materiais Básicos e Produtos para Construção (Indústria e Varejo);1;0;1;0;0;100;100;;0;;greg.cairo@lecreuset.com;true
Lead Edge Capital;;Max Milhas;Varejo Especializado;1;0;1;0;0;400;400;;0;25/02/2022 00:00;;false
Leaps by Bayer;Asset Management;Zeus Agrotech;Agricultura de precisão/implementos;1;0;0;0;0;200;200;;0;;;false
Leavitt Machinery;Locação de Ativos;A Geradora;Locação de Ativos;1;0;0;0;0;450;450;;0;;;true
Leblon Equities;Asset Management;Vortx;Fintech;1;0;0;0;0;;;;1;31/08/2021 00:00;;false
Leeds Equity Partners;Asset Management;Escola Conquer;Ensino Superior;1;0;1;0;0;50;50;;1;01/07/2021 00:00;priyanka.chodhari@leedsequity.com;false
LeewayHertz;SaaS - Generalistas;Pixit;IT Services;1;0;0;0;0;150;150;;0;11/02/2022 00:00;;false
Legal Force;;E-law 2021;Software;1;0;0;0;0;;;;0;04/04/2022 00:00;takashi.kawato@legalforce.co.jp;false
LegalZoom.com. Inc.;;E-law 2021;Software;1;0;0;0;0;;;;0;04/04/2022 00:00;;false
Legrand;;Automalógica;Serviços de Engenharia e TIC;3;0;1;0;0;120;120;;0;27/04/2022 00:00;aurelie.heckel@legrand.fr;false
Legrand;;Clamper;Indústria Pesada. Máquinas e Equipamentos;3;1;0;0;1;300;300;10/03/2022 10:55;0;06/05/2021 00:00;aurelie.heckel@legrand.fr;false
Legrand;;PHB Solar;Energia;3;0;1;0;0;;;;0;;aurelie.heckel@legrand.fr;false
Legálitas;;E-law 2021;Software;1;0;0;0;0;;;;0;04/04/2022 00:00;luisdelpozo@gmail.com;false
Lehmann & Voss;Diversos;BSC Químicos;Industria e distribuição de Químicos & Ingredientes;1;0;0;0;0;300;300;;0;01/12/2021 00:00;;false
Leidos;;Pixit;IT Services;3;0;3;0;0;150;150;;0;11/02/2022 00:00;;false
Leidos;;Hartb;IT Services;3;0;3;0;0;150;150;;0;11/02/2022 00:00;;false
Leidos;;Kunumi;IT Services;3;0;3;0;0;150;150;;0;11/02/2022 00:00;;false
Leifheit Group;Varejo Especializado;Porto Brasil;Materiais Básicos e Produtos para Construção (Indústria e Varejo);1;0;1;0;0;100;100;;0;;henner.rinsche@leifheit.com;false
Lello Condomínios;Serviços Terceirizados (limpeza. segurança e catering);Take and Go;Varejo Especializado;1;0;0;0;0;150;150;;0;25/02/2022 00:00;;false
Lemken;;J. Assy;Agricultura de precisão/implementos;1;0;1;0;0;;;;0;;G.Weisner@lemken.com;false
LendingClub;Fintech;Banco Rendimento;Bancos Tradicionais;1;0;1;0;0;;;;0;;;false
Lennox International;Energia;Ventisol;Indústria Pesada. Máquinas e Equipamentos;2;0;1;0;0;1.200;1.200;;0;06/05/2021 00:00;jaspreet.singh@lennoxintl.com;false
Lennox International;Energia;PHB Solar;Energia;2;0;1;0;0;;;;0;;jaspreet.singh@lennoxintl.com;true
Lenovo;Infraestrutura de Telecom;Arklok;Locação de Ativos;2;0;0;0;0;120;120;;0;;laura.marchiori@indicatorcapital.com;false
Lenovo;Infraestrutura de Telecom;FULLFace;Software;2;0;0;0;0;50;50;;0;04/04/2022 00:00;laura.marchiori@indicatorcapital.com;false
Lenox;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Porto Brasil 2021;Materiais Básicos e Produtos para Construção (Indústria e Varejo);1;0;1;0;0;;;;0;;;true
Leonard Green;Asset Management;Algar Tech 2021;IT Services;4;0;1;0;0;800;800;;0;11/02/2022 00:00;bcoleman@leonardgreen.com;false
Leonard Green;Asset Management;Vitabe;Produtos de Uso Pessoal e Cosméticos;4;0;1;0;0;600;600;;0;15/10/2021 00:00;bcoleman@leonardgreen.com;false
Leonard Green;Asset Management;Plié;Varejo Especializado;4;0;0;0;0;;;;0;25/02/2022 00:00;bcoleman@leonardgreen.com;false
Leonard Green;Asset Management;Skala;Produtos de Uso Pessoal e Cosméticos;4;0;1;0;0;600;600;;0;15/10/2021 00:00;bcoleman@leonardgreen.com;false
Leoni;Infraestrutura de Telecom;Fibracem;Infraestrutura de Telecom;1;0;1;0;0;350;350;;0;;;true
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Solar Prime;Distribuição industrial;8;0;0;0;0;40;40;;0;10/12/2021 00:00;jcalleya@leroymerlin.com.br;false
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Kunumi;IT Services;8;0;1;0;0;150;150;;0;11/02/2022 00:00;jcalleya@leroymerlin.com.br;false
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Belenus;Materiais Básicos e Produtos para Construção (Indústria e Varejo);8;0;1;0;0;350;350;;0;;jcalleya@leroymerlin.com.br;true
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);TM1;Marketing Services;8;0;1;0;0;120;120;;0;26/05/2021 00:00;jcalleya@leroymerlin.com.br;false
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Viqua;Materiais Básicos e Produtos para Construção (Indústria e Varejo);8;0;1;0;0;350;350;;0;;jcalleya@leroymerlin.com.br;true
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Casa Amazing;Varejo Especializado;8;0;2;0;0;100;100;;0;25/02/2022 00:00;jcalleya@leroymerlin.com.br;false
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);iByte;Varejo Especializado;8;0;2;0;0;100;100;;0;25/02/2022 00:00;jcalleya@leroymerlin.com.br;false
Leroy Merlin;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Plastilit SA;Industria e distribuição de Químicos & Ingredientes;8;0;1;0;0;;;;0;01/12/2021 00:00;jcalleya@leroymerlin.com.br;false
Leschaco;Logistica;Inter Aduaneira;;0;;;;;;;;;;;false
Leste;Asset Management;Porto Brasil 2021;Materiais Básicos e Produtos para Construção (Indústria e Varejo);31;0;3;0;0;125;125;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Emal;Fertilizantes. especiais. químicos e sementes OLD;31;1;1;0;0;;;;1;23/03/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Escola Conquer;Ensino Superior;31;0;0;0;1;50;50;11/12/2020 21:42;1;01/07/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;LanLimp 2022;Distribuição industrial;31;0;1;0;0;;;;0;10/12/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Crivialli;Produtos de Limpeza;31;0;0;0;0;;;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Doce Mineiro;Lácteos. sorvetes e refrigerados;31;1;1;0;0;;;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Newdrop;Industria e distribuição de Químicos & Ingredientes;31;1;1;0;0;;;;0;01/12/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Luft;Logistica;31;0;0;0;0;800;800;;0;30/10/2020 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Halipar;Restaurantes & Delivery;31;0;1;0;0;200;200;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Piticas;Varejo Especializado;31;1;2;0;0;206.67;120;;1;25/02/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;VIP Office;Laje Comercial;31;0;0;0;0;;;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Coco do Vale;Bebidas;31;0;1;0;0;;;;0;21/09/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Clamper;Indústria Pesada. Máquinas e Equipamentos;31;0;1;0;0;300;300;;0;06/05/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Porto Brasil;Materiais Básicos e Produtos para Construção (Indústria e Varejo);31;0;3;0;0;125;125;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Piramidal 2020;Industria e distribuição de Químicos & Ingredientes;31;1;1;0;0;;;;0;01/12/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Suprimed;Saúde animal;31;1;0;0;0;;;;0;;felipe.dale@leste.com;false
Leste;Asset Management;DMCard 2020;Meios de Pagamento;31;0;0;0;0;200;200;;1;14/04/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Echope;Varejo Especializado;31;1;2;0;0;206.67;120;;1;25/02/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Vitao Alimentos;Mercearia Seca. Condimentos e Produtos Saudáveis;31;0;0;0;0;150;150;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Elleva;Serviços Terceirizados (limpeza. segurança e catering);31;1;0;0;0;;;;0;24/06/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Hinove;Fertilizantes & Defensivos;31;0;0;0;0;300;300;;0;03/02/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Kapa Pavimentação;Serviços de Engenharia e TIC;31;2;2;1;0;135;135;;0;27/04/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Terra Zoo;Varejo Especializado;31;1;2;0;0;206.67;120;;1;25/02/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Terra + Camarotti;Distribuição Agro;31;0;0;0;0;;;;1;16/02/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Automalógica;Serviços de Engenharia e TIC;31;2;2;1;0;135;135;;0;27/04/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Nativa Agro;Fertilizantes & Defensivos;31;0;0;0;0;300;300;;0;03/02/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Zanthus;Software;31;0;2;0;0;125;125;;0;04/04/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Renar Móveis;Materiais Básicos e Produtos para Construção (Indústria e Varejo);31;0;3;0;0;125;125;;0;;felipe.dale@leste.com;false
Leste;Asset Management;Vitabe;Produtos de Uso Pessoal e Cosméticos;31;0;0;0;0;400;400;;0;15/10/2021 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Laqus;Software;31;0;2;0;0;125;125;;0;04/04/2022 00:00;felipe.dale@leste.com;false
Leste;Asset Management;Max Milhas;Varejo Especializado;31;1;2;0;0;206.67;120;;1;25/02/2022 00:00;felipe.dale@leste.com;false
Leviton;Energia;Clamper;Indústria Pesada. Máquinas e Equipamentos;1;0;0;0;0;300;300;;0;06/05/2021 00:00;bvanaken@leviton.com;false
Lewis PR;;Raccoon;Marketing Services;1;0;1;0;0;;;;1;26/05/2021 00:00;james.oehlcke@teamlewis.com;false
Lexer;;E-law 2021;Software;1;0;0;0;0;;;;0;04/04/2022 00:00;lucia.heras@lexer.io;false
Lexis Nexis;Consulting;E-law 2021;Software;2;0;1;0;0;50;50;;0;04/04/2022 00:00;r.bueno@lexisnexis.com;false
Lexis Nexis;Consulting;FULLFace;Software;2;0;1;0;0;50;50;;0;04/04/2022 00:00;r.bueno@lexisnexis.com;false
Lexitas;;E-law 2021;Software;1;0;1;0;0;;;;0;04/04/2022 00:00;;false
Lexly;;E-law 2021;Software;1;0;1;0;0;;;;0;04/04/2022 00:00;magnus.stein@lexly.se;false
Lexmark;Serviços Terceirizados (limpeza. segurança e catering);Tecnoset 2021;Locação de Ativos;1;0;0;0;0;80;80;;0;;clay.mooring@lexmark.com;false
Lhoist Group;Máquinas e Equipamentos OLD;Emal;Fertilizantes. especiais. químicos e sementes OLD;1;1;1;0;0;;;;1;23/03/2021 00:00;;false
Li & Fung;Varejo Especializado;Pacífico Sul;Varejo Especializado;2;0;1;0;0;;;;0;25/02/2022 00:00;;true
Li & Fung;Varejo Especializado;Piticas;Varejo Especializado;2;0;1;0;0;;;;0;25/02/2022 00:00;;true
Liane;Mercearia Seca. Condimentos e Produtos Saudáveis;Bela Vista 2018;Mercearia Seca. Condimentos e Produtos Saudáveis;1;0;0;0;0;;;;0;;diretoria@liane.ind.br;true
Liasa;Diversos;Libra Ligas;Indústria Pesada. Máquinas e Equipamentos;1;0;0;0;0;500;500;;0;06/05/2021 00:00;patrusf@liasa.com.br;false
Libbey;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Porto Brasil;Materiais Básicos e Produtos para Construção (Indústria e Varejo);1;0;1;0;0;100;100;;0;;pablo.villarreal@libbey.com;true
Libbs Farmacêutica Ltda.;Indústria Farmacêutica;Kunumi;IT Services;4;0;2;0;0;175;175;;0;11/02/2022 00:00;;false
Libbs Farmacêutica Ltda.;Indústria Farmacêutica;Almeida Prado;Indústria Farmacêutica;4;0;1;0;0;175;175;;0;;;true
Libbs Farmacêutica Ltda.;Indústria Farmacêutica;Bionatus 2022;Indústria Farmacêutica;4;0;1;0;0;175;175;;0;;;true
Libbs Farmacêutica Ltda.;Indústria Farmacêutica;Framework;IT Services;4;0;2;0;0;175;175;;0;11/02/2022 00:00;;false
Liberty;Consulting;Oriente Me;Clínicas. Hospitais e Centros de Tratamento;5;0;2;0;0;80;80;;0;;DMITRIY.SMOLYAR@LibertyMutual.com;false
Liberty;Consulting;Benner;IT Services;5;0;2;0;0;150;150;;0;11/02/2022 00:00;DMITRIY.SMOLYAR@LibertyMutual.com;false
Liberty;Consulting;Kunumi;IT Services;5;0;2;0;0;150;150;;0;11/02/2022 00:00;DMITRIY.SMOLYAR@LibertyMutual.com;false
Liberty;Consulting;Suhai 2020;Seguradoras & Corretoras de Seguros;5;0;0;0;0;;;;0;;DMITRIY.SMOLYAR@LibertyMutual.com;false
Liberty;Consulting;BR Med;Clínicas. Hospitais e Centros de Tratamento;5;0;2;0;0;80;80;;0;;DMITRIY.SMOLYAR@LibertyMutual.com;false
Liberty Steel;Indústria Pesada. Máquinas e Equipamentos;Alumiplast;Distribuição industrial;1;0;0;0;0;500;500;;0;10/12/2021 00:00;;false
Life Investimentos;Mercearia Seca. Condimentos e Produtos Saudáveis;Coco do Vale;Bebidas;1;1;1;0;0;;;;0;21/09/2021 00:00;Jleitao@lifeinvestimentos.com;false
LifeVantage;Indústria Farmacêutica;Bionatus 2022;Indústria Farmacêutica;1;0;0;0;0;50;50;;0;;;true
Lifemed;Distribuição e produção de Produtos de Saúde (medical devices) OLD;Magnamed;Dental & Medical devices (produção e distribuição);2;1;0;0;1;;;29/01/2020 00:00;0;03/06/2022 00:00;;false
Lifemed;Distribuição e produção de Produtos de Saúde (medical devices) OLD;Benner;IT Services;2;0;1;0;1;;;22/11/2021 13:07;0;11/02/2022 00:00;;false
Lifetime Brands;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Porto Brasil;Materiais Básicos e Produtos para Construção (Indústria e Varejo);2;0;2;0;0;100;100;;0;;sabrina.kaburaki@lifetimebrands.com;true
Lifetime Brands;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Porto Brasil 2021;Materiais Básicos e Produtos para Construção (Indústria e Varejo);2;0;2;0;0;100;100;;0;;sabrina.kaburaki@lifetimebrands.com;true
Light S.A.;Energia;Esfera Energia;Energia;2;0;1;0;0;200;200;;0;;roberto.barroso@light.com.br;true
Light S.A.;Energia;Prime Energy;Energia;2;0;1;0;0;200;200;;0;;roberto.barroso@light.com.br;true
Light Wave Capital;Asset Management;Sofist;IT Services;1;0;1;0;0;35;35;;0;11/02/2022 00:00;;false
Lightrock (antigo LGT);Asset Management;Bel Cosméticos;Varejo Especializado;42;0;4;1;0;120;120;;1;25/02/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Nanovetores 2020;Industria e distribuição de Químicos & Ingredientes;42;0;4;1;0;;;;0;01/12/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Newdrop;Industria e distribuição de Químicos & Ingredientes;42;0;4;1;0;;;;0;01/12/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Bexs;Fintech;42;2;4;0;1;;;01/07/2020 00:00;1;31/08/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Loja do Mecânico;Distribuição industrial;42;2;2;0;0;40;40;;2;10/12/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Cedro Tech;Software;42;0;2;1;0;100;100;;1;04/04/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Plenum;Dental & Medical devices (produção e distribuição);42;0;4;1;0;150;150;;1;03/06/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Social Bank;Fintech;42;2;4;0;1;;;01/07/2020 00:00;1;31/08/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Colégio GGE;Ensino Básico;42;0;1;0;0;;;;0;;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Suhai 2020;Seguradoras & Corretoras de Seguros;42;0;1;0;0;;;;0;;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Globalbev;Bebidas;42;0;2;0;0;100;100;;0;21/09/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Hinove;Fertilizantes & Defensivos;42;0;1;0;0;300;300;;0;03/02/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Vortx;Fintech;42;2;4;0;1;;;01/07/2020 00:00;1;31/08/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Piramidal 2020;Industria e distribuição de Químicos & Ingredientes;42;0;4;1;0;;;;0;01/12/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Plastilit SA;Industria e distribuição de Químicos & Ingredientes;42;0;4;1;0;;;;0;01/12/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Parque das Flores;Dental & Medical devices (produção e distribuição);42;0;4;1;0;150;150;;1;03/06/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Ioasys;IT Services;42;0;3;0;0;500;500;;1;11/02/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Terra Zoo;Varejo Especializado;42;0;4;1;0;120;120;;1;25/02/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Méliuz;Marketing Services;42;0;0;0;0;;;;0;26/05/2021 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;MedPrev;Varejo Especializado;42;0;4;1;0;120;120;;1;25/02/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;DMCard 2020;Meios de Pagamento;42;0;1;0;0;200;200;;1;14/04/2022 00:00;marcos@lightrock.com;false
Lightrock (antigo LGT);Asset Management;Algar Tech 2021;IT Services;42;0;3;0;0;500;500;;1;11/02/2022 00:00;marcos@lightrock.com;false
